URL,Address,Title
https://newyork.craigslist.org/mnh/egr/6094851622.html,Upper West Side,Service Department Assistant Project Manager (Manhattan)
https://newyork.craigslist.org/fct/egr/6094843081.html,Danbury,Mechanical Design Engineer
https://newyork.craigslist.org/que/egr/6094749398.html,,CAD Operator/Sketcher for HVAC Ductwork
https://newyork.craigslist.org/fct/egr/6094740099.html,"Norwalk, CT",Plumbing and Fire Protection Engineer/Designer
https://newyork.craigslist.org/fct/egr/6094738144.html,"Norwalk, CT",Mechanical/HVAC Engineer/Designer
https://newyork.craigslist.org/mnh/egr/6094735804.html,"New York, NY",Associate Project Manager - High-End Residential Construction
https://newyork.craigslist.org/que/egr/6094732102.html,,HVAC Project Manager
https://newyork.craigslist.org/que/egr/6094729059.html,,Estimating/Contracts Engineer for HVAC Company
https://newyork.craigslist.org/mnh/egr/6094549851.html,Midtown East,Designer-Project Manager for Co-op Apartment Renovations
https://newyork.craigslist.org/brk/egr/6094106624.html,Manhattan,NYC Site Safety Supervisor
https://newyork.craigslist.org/mnh/egr/6094079101.html,,ENGINEER- Energy Distribution System- Non-Wires Alternative Projects
https://newyork.craigslist.org/mnh/egr/6094071491.html,,UTILITY of the FUTURE UOF ... Non-Wires Alternative Project Specilaist
https://newyork.craigslist.org/mnh/egr/6093953658.html,East Village,Intermediate Architect
https://newyork.craigslist.org/mnh/egr/6093927712.html,Chelsea,Interior Designer / Cad Production
https://newyork.craigslist.org/mnh/egr/6093800702.html,Midtown West,Architectural Draftsperson and a Job Captain
https://newyork.craigslist.org/que/egr/6093665864.html,"Astoria, Queens",Experienced Kitchen Cabinet Designer
https://newyork.craigslist.org/mnh/egr/6093664798.html,Midtown,Drafter needed for Lighting Design Office - 6mo gig - may lead to FT
https://newyork.craigslist.org/mnh/egr/6093656811.html,Manhattan,ELECTRICAL ENGINEER NEEDED FOR IMMEDIATE HIRE..
https://newyork.craigslist.org/mnh/egr/6093651643.html,MANHATTAN,"ENERGY AUDITORS NEEDED 2-4 YEARS MIN. EXPERIENCE, Certification a plus"
https://newyork.craigslist.org/mnh/egr/6093645892.html,Manhattan,MECHANICAL ENGINEER NEEDED 4+ YEARS EXPERIENCE
https://newyork.craigslist.org/mnh/egr/6093444401.html,Union Square,Interior Architect | Interior Designer
https://newyork.craigslist.org/mnh/egr/6093427987.html,New York,Senior Interior Architect - Workplace + Commercial Sectors
https://newyork.craigslist.org/mnh/egr/6093423262.html,New York,Interior Designer - Healthcare
https://newyork.craigslist.org/mnh/egr/6093418336.html,New York,Interior Design Project Manager - Aviation
https://newyork.craigslist.org/mnh/egr/6093409258.html,New York,Interior Architect/Designer - Creative Workplace
https://newyork.craigslist.org/mnh/egr/6093394862.html,,Senior Interior Architect 
https://newyork.craigslist.org/que/egr/6093244652.html,Woodside,Start your career now......
https://newyork.craigslist.org/brk/egr/6093213583.html,,Project Manager for Electrical Contractor
https://newyork.craigslist.org/brk/egr/6093050654.html,Brooklyn,Architect
https://newyork.craigslist.org/fct/egr/6092862450.html,,CAD Technician / Architect
https://newyork.craigslist.org/brk/egr/6092845669.html,brooklyn,Recent Architecture Grad
https://newyork.craigslist.org/brk/egr/6092724990.html,New York - La Guardia Airpor,Document Technologist
https://newyork.craigslist.org/que/egr/6092501574.html,Glendale,Assistant Construction Project Manager
https://newyork.craigslist.org/que/egr/6092389714.html,Long Island City,Auto CAD Operator - Carpet and Flooring Sizing Software
https://newyork.craigslist.org/mnh/egr/6092370208.html,Downtown,Architectural Consultant/Expediter
https://newyork.craigslist.org/mnh/egr/6092369199.html,Lower East Side,Technical Sales Job at Heating Supply Wholesaler
https://newyork.craigslist.org/mnh/egr/6092368688.html,Downtown,Experienced Certificate of Occupancy Coordinator/Expeditor
https://newyork.craigslist.org/mnh/egr/6092306782.html,Midtown,Jr. Designer/ Space Planning Coordinator
https://newyork.craigslist.org/wch/egr/6092218878.html,Tarrytown,Office Engineer / Document Controls Engineer
https://newyork.craigslist.org/mnh/egr/6092216921.html,,Office Engineer / Document Controls Engineer
https://newyork.craigslist.org/mnh/egr/6092125356.html,Upper West Side,Intermediate Architect - High End Residential
https://newyork.craigslist.org/mnh/egr/6092098072.html,,CONSTRUCTION PROJECT MANAGER
https://newyork.craigslist.org/brk/egr/6092051552.html,Prospect Heights,Junior / Intermediate Architect
https://newyork.craigslist.org/que/egr/6092010860.html,QUEENS,PIPE WELDER
https://newyork.craigslist.org/mnh/egr/6092003835.html,,CONSTRUCTION SUPERINTENDENT
https://newyork.craigslist.org/lgi/egr/6091735228.html,Carle Place,AutoCAD Drafters
https://newyork.craigslist.org/mnh/egr/6088641654.html,NEW YORK CITY AREA,ARCHITECT/PROJECT MANGEMENT RECRUITERS NEEDED! GET PAID TODAY!
https://newyork.craigslist.org/mnh/egr/6088627847.html,TriBeCa,Preservation Architect
https://newyork.craigslist.org/mnh/egr/6088626819.html,TriBeCa,Preservation Engineer
https://newyork.craigslist.org/mnh/egr/6088625740.html,TriBeCa,Project Manager
https://newyork.craigslist.org/mnh/egr/6088618695.html,,Project Manager
https://newyork.craigslist.org/mnh/egr/6088613681.html,Midtown,Controls/ Instrumentation Engineer
https://newyork.craigslist.org/mnh/egr/6088527103.html,Midtown West,Jr. CIVIL /PLUMBING ENGINEER-Utilities Specialist
https://newyork.craigslist.org/mnh/egr/6088522617.html,Midtown,CIVIL ENGINEER-Utilities Specialist
https://newyork.craigslist.org/mnh/egr/6088519383.html,Chelsea,BIM Coordinator
https://newyork.craigslist.org/jsy/egr/6088358088.html,"Eatontown, NJ",Project Manager
https://newyork.craigslist.org/jsy/egr/6088349189.html,Upper Saddle River,Project Manager
https://newyork.craigslist.org/brk/egr/6088201190.html,Brooklyn,Architectural Draftsperson
https://newyork.craigslist.org/wch/egr/6088126669.html,,Mechanical Engineer
https://newyork.craigslist.org/jsy/egr/6088122967.html,,Plumbing / Fire Protection Designer
https://newyork.craigslist.org/jsy/egr/6088120693.html,,Electrical Engineer
https://newyork.craigslist.org/mnh/egr/6087417645.html,Midtown,Architectural Draftsman & DOB Filing Representative
https://newyork.craigslist.org/fct/egr/6087282539.html,Fairfield/Westchester Counties,Architect/Construction Manager
https://newyork.craigslist.org/mnh/egr/6087270605.html,SoHo,Senior Project Manager
https://newyork.craigslist.org/brk/egr/6087234887.html,"Brooklyn, NY",Engineer -- GEO TECH
https://newyork.craigslist.org/mnh/egr/6087202311.html,Midtown West,Residential Sr. Project Manager - Construction
https://newyork.craigslist.org/lgi/egr/6086905049.html,LONG ISLAND,ELECTRICAL ENGINEER
https://newyork.craigslist.org/fct/egr/6086748523.html,,Landscape Sales -- Designer/Architect
https://newyork.craigslist.org/lgi/egr/6086716382.html,Great Neck,Estimator needed in Great Neck
https://newyork.craigslist.org/wch/egr/6086697295.html,white plains,construction estimator and administrator
https://newyork.craigslist.org/mnh/egr/6086532372.html,Midtown East,Executive Assistant to Owner - Must be experienced
https://newyork.craigslist.org/jsy/egr/6086427809.html,Hillside NJ,REBAR DETAILER ENGINEER
https://newyork.craigslist.org/brk/egr/6085878649.html,,Chief Engineer
https://newyork.craigslist.org/brk/egr/6085860805.html,,Construction Project Manager
https://newyork.craigslist.org/mnh/egr/6085683351.html,"New York, NY",Project Executive/Project Manager - PREMIER NYC REAL ESTATE FIRM
https://newyork.craigslist.org/wch/egr/6085653497.html,White Plains,"Project Manager  Super Commercial Drywall, Framing, ACT---Estimator Jr"
https://newyork.craigslist.org/mnh/egr/6085621846.html,New York,Urban Planners/Architects
https://newyork.craigslist.org/mnh/egr/6085609302.html,,Civil Engineer 3
https://newyork.craigslist.org/mnh/egr/6085557988.html,Midtown,Electrical Design Engineer-Entry Level
https://newyork.craigslist.org/mnh/egr/6085520613.html,Downtown,Junior Architect
https://newyork.craigslist.org/que/egr/6085368613.html,"Maspeth, NY",BIM Coordinator
https://newyork.craigslist.org/mnh/egr/6085037717.html,Midtown West,Department of Buildings (DOB) Field Expediter Position Available
https://newyork.craigslist.org/stn/egr/6085026196.html,,Field Personnel (Entry Level)
https://newyork.craigslist.org/que/egr/6084997422.html,Long Island City,"Architectural Designer, Jr"
https://newyork.craigslist.org/mnh/egr/6084947051.html,Midtown East,Designer-Project Manager for Co-op Apartment Renovations
https://newyork.craigslist.org/brk/egr/6084866320.html,,Intermediate Interior Designer
https://newyork.craigslist.org/mnh/egr/6084424870.html,NYC,Interior Designer available to work with Architects and ID firms.
https://newyork.craigslist.org/mnh/egr/6084409140.html,Chinatown / Lit Italy,PART TIME ARCHITECT RA / ENGINEER PE NEEDED
https://newyork.craigslist.org/que/egr/6084238362.html,,Structural Engineer Wanted
https://newyork.craigslist.org/brk/egr/6084155056.html,"Brooklyn, NY",Construction Estimator
https://newyork.craigslist.org/brk/egr/6084113124.html,Brooklyn,"Clerical / DOT Permit expediter / CAD operator Brooklyn, NY"
https://newyork.craigslist.org/que/egr/6084108532.html,Maspeth,Project Administrator
https://newyork.craigslist.org/que/egr/6084032204.html,Long Island City,Professional Engineer (Structural-PE)
https://newyork.craigslist.org/mnh/egr/6083978960.html,Downtown,Power Design Engineer
https://newyork.craigslist.org/mnh/egr/6083935848.html,Midtown,*** SEEKING CONSTRUCTION & DESIGN COORDINATOR! ***
https://newyork.craigslist.org/brk/egr/6083817834.html,Williamsburg,Hotel Engineer - The William Vale
https://newyork.craigslist.org/wch/egr/6083811855.html,"Bridgeport, CT",Technical Designer -  Theatrical Automation
https://newyork.craigslist.org/mnh/egr/6083794544.html,Upper East Side,Senior Architect
https://newyork.craigslist.org/mnh/egr/6083729609.html,Midtown,Experienced Interior Designer
https://newyork.craigslist.org/mnh/egr/6083703820.html,Midtown,Project Manager - NYC
https://newyork.craigslist.org/wch/egr/6083253651.html,Yonkers,Construction Project Manager (Jr. Level) (Westchester)
https://newyork.craigslist.org/brk/egr/6083200929.html,Staten Island,ESTIMATOR WANTED
https://newyork.craigslist.org/mnh/egr/6083002789.html,Midtown West,Electrical Engineer
https://newyork.craigslist.org/wch/egr/6082949220.html,"Elmsford, NY",FULL/PART-TIME Architectural Intern
https://newyork.craigslist.org/brk/egr/6082920105.html,Brooklyn,Jr. Architectural Designer
https://newyork.craigslist.org/que/egr/6082766032.html,Queens,Draftsmen
https://newyork.craigslist.org/mnh/egr/6082652205.html,New York,MID-SENIOR LEVEL ELECTRICAL ENGINEER NEEDED FOR IMMEDIATE HIRE
https://newyork.craigslist.org/que/egr/6082493517.html,,Land Surveyor Technician
https://newyork.craigslist.org/mnh/egr/6082467833.html,Midtown,Intermediate Architect
https://newyork.craigslist.org/brk/egr/6082414785.html,Red Hook,Seeking Freelance Draftsman/Designer for Visual Display Company
https://newyork.craigslist.org/mnh/egr/6082410623.html,Flatiron,Construction Project Manager
https://newyork.craigslist.org/que/egr/6082202773.html,Queens,Construction Project Manager
https://newyork.craigslist.org/mnh/egr/6082169364.html,Midtown West,Sustainability LEED Engineer/Architect
https://newyork.craigslist.org/mnh/egr/6082057962.html,Midtown,Electrical Engineers
https://newyork.craigslist.org/mnh/egr/6081642321.html,Midtown,DRAFTSPERSON/JOB CAPTAIN
https://newyork.craigslist.org/mnh/egr/6081130594.html,Manhattan,Const. Project Manager (Jr. level)
https://newyork.craigslist.org/que/egr/6080301915.html,NYC Nassau,Assistant Project Supervisor
https://newyork.craigslist.org/que/egr/6079593394.html,ASTORIA,Civil Engineer Wanted - Entry Level
https://newyork.craigslist.org/brk/egr/6079448808.html,Brooklyn,CONSTRUCTION - PROJECT MANAGERS / ESTIMATORS - OFFICE or FIELD
https://newyork.craigslist.org/mnh/egr/6079447377.html,,Freelance Drafter / Project Architect
https://newyork.craigslist.org/brk/egr/6078927529.html,Williamsburg,Senior Project Architect
https://newyork.craigslist.org/brk/egr/6078902191.html,Brooklyn,Estimator/Project Manager
https://newyork.craigslist.org/mnh/egr/6078840637.html,Flatiron,Environmental Graphic Designer
https://newyork.craigslist.org/mnh/egr/6078834055.html,Flatiron,Interior Design Job Captain
https://newyork.craigslist.org/mnh/egr/6078822566.html,Flatiron,Interior Design Project Manager - Retail
https://newyork.craigslist.org/jsy/egr/6078804784.html,"Woodbridge, NJ",Interior Design Project Manager
https://newyork.craigslist.org/jsy/egr/6078785367.html,"Woodbridge, NJ",Interior Architecture Project Manager
https://newyork.craigslist.org/jsy/egr/6078774772.html,"Woodbridge, NJ",Environmental Graphic Designer
https://newyork.craigslist.org/mnh/egr/6078717602.html,Manhattan,"intern- Architect, Construction Management"
https://newyork.craigslist.org/mnh/egr/6078680240.html,Midtown,Controls/ Instrumentation Engineer
https://newyork.craigslist.org/mnh/egr/6078677960.html,,Project Manager
https://newyork.craigslist.org/mnh/egr/6078572664.html,TriBeCa,Project Manager
https://newyork.craigslist.org/mnh/egr/6078570129.html,TriBeCa,Preservation Engineer
https://newyork.craigslist.org/mnh/egr/6078568638.html,TriBeCa,Preservation Architect
https://newyork.craigslist.org/mnh/egr/6078497465.html,Midtown,PROJECT ENGINEER
https://newyork.craigslist.org/que/egr/6078487752.html,Queens,Intermediate Architect (residential; commercial)
https://newyork.craigslist.org/mnh/egr/6078460808.html,,Architectural Firm Seeking Office Expeditor for Municipal Compliance
https://newyork.craigslist.org/wch/egr/6078267224.html,Dobbs Ferry,Junior-Intermediate Architect
https://newyork.craigslist.org/mnh/egr/6078023351.html,,Environmental Scientist/Engineer (1-3 Years of Experience)
https://newyork.craigslist.org/mnh/egr/6077750180.html,Flatiron,Estimator -  Architectural Systems
https://newyork.craigslist.org/brk/egr/6077318875.html,,Construction Intern
https://newyork.craigslist.org/que/egr/6077296745.html,NEW YORK,ENTRY LEVEL ARCHITECT
https://newyork.craigslist.org/mnh/egr/6077276657.html,Midtown,Junior Architect for temp work
https://newyork.craigslist.org/lgi/egr/6077109937.html,Valley Stream,AUTOCAD Draftsman wanted
https://newyork.craigslist.org/brk/egr/6077091643.html,East Williamsburg,Architectural Metal Cost Estimator
https://newyork.craigslist.org/mnh/egr/6077075476.html,,Electrical/Communications - Sr. Field Representative (Rail/Transit)
https://newyork.craigslist.org/mnh/egr/6077067949.html,SoHo,Junior Architect
https://newyork.craigslist.org/mnh/egr/6077036656.html,New York,Fire Sprinkler Estimator
https://newyork.craigslist.org/mnh/egr/6077018242.html,Midtown West,Assistant Project Manager
https://newyork.craigslist.org/mnh/egr/6076966314.html,"New York, NY",Estimator for a Boutique Construction Firm
https://newyork.craigslist.org/que/egr/6076922067.html,QUEENS,ARCHITECTURAL DRAFTSMAN WANTED
https://newyork.craigslist.org/que/egr/6076902957.html,,Drafter
https://newyork.craigslist.org/mnh/egr/6076851896.html,Midtown West,MEP -  Plumbing/Fire Protection Engineers/REVIT
https://newyork.craigslist.org/brk/egr/6076833534.html,,"Code Inspector (Bayridge, Brooklyn)"
https://newyork.craigslist.org/mnh/egr/6076748459.html,Gramercy,Jr.- Intermediate Architect
https://newyork.craigslist.org/mnh/egr/6076696139.html,TriBeCa,Department of Buildings Filing Representative
https://newyork.craigslist.org/mnh/egr/6076580781.html,Financial District,Seeking DOB Expediter
https://newyork.craigslist.org/mnh/egr/6076044495.html,Midtown,CAD Draftsperson Landscape Construction temp/ temp to perm
https://newyork.craigslist.org/mnh/egr/6076020153.html,Midtown West,Autocad Draftsperson Wanted
https://newyork.craigslist.org/mnh/egr/6075895302.html,Manhattan,Const. Project Manager (Jr. level)
https://newyork.craigslist.org/brk/egr/6075863332.html,,Chief Engineer
https://newyork.craigslist.org/mnh/egr/6075819328.html,Midtown West,Intermediate to Senior CAD Architect / Project Manager
https://newyork.craigslist.org/brk/egr/6075682150.html,Brooklyn,Seeking mechanical engineer specializing in HVAC and plumbing design.
https://newyork.craigslist.org/mnh/egr/6075681405.html,New York,Project Manager
https://newyork.craigslist.org/mnh/egr/6075603989.html,Financial District,Junior Interior Designer for a Design Build firm (Financial District)
https://newyork.craigslist.org/mnh/egr/6075403137.html,Midtown West,Intermediate Architectural Designer
https://newyork.craigslist.org/brk/egr/6075238613.html,Red Hook,Project Manager for Design + Build Landscape Firm
https://newyork.craigslist.org/lgi/egr/6075128973.html,Glen Head,Glen Head Construction Company Seeking Full Time Cad Draftsman
https://newyork.craigslist.org/mnh/egr/6075118269.html,Queens,STRUCTURAL ENGINEER PE- TUNNEL EXPERIENCE-IMMEDIATE HIRE
https://newyork.craigslist.org/que/egr/6075103923.html,Queens,Jr. Architect - Full Time
https://newyork.craigslist.org/mnh/egr/6074980893.html,Manhattan,SENIOR LICENCED MECHANICAL(HVAC) ENGINEER NEEDED 7+ YEARS EXPERIENCE
https://newyork.craigslist.org/mnh/egr/6074571441.html,Midtown West,looking for structural design drafter
https://newyork.craigslist.org/brk/egr/6074459988.html,Brooklyn,Architectural Drafter
https://newyork.craigslist.org/brk/egr/6074306060.html,,NYS Licensed Architect
https://newyork.craigslist.org/mnh/egr/6074257307.html,Financial District,CAD/BIM Modeler
https://newyork.craigslist.org/lgi/egr/6074248129.html,,Estimating Manager
https://newyork.craigslist.org/lgi/egr/6074235115.html,,Project Manager - Department Manager
https://newyork.craigslist.org/brk/egr/6074216159.html,,3D Architectural Artist/Renderer
https://newyork.craigslist.org/mnh/egr/6074121271.html,Mod-Town Manhattan,Architectural CAD Technician
https://newyork.craigslist.org/wch/egr/6074076533.html,White Plains,Project Architect
https://newyork.craigslist.org/mnh/egr/6074025347.html,Upper East Side,Design Assistant - Architecture & Interior
https://newyork.craigslist.org/que/egr/6073924479.html,"Queens, NY",CONCRETE INSPECTORS (ACI1 AND ACI2)
https://newyork.craigslist.org/brk/egr/6073872919.html,Brooklyn,Construction Administrator Needed
https://newyork.craigslist.org/jsy/egr/6073843159.html,Hillside NJ,REBAR DETAILER ENGINEER
https://newyork.craigslist.org/mnh/egr/6073721020.html,Midtown,Graduate/Trainee (CAD/BIM) Draftsman
https://newyork.craigslist.org/brk/egr/6073631636.html,East Williamsburg,Administrative Assistant wanted for busy Estimating Office
https://newyork.craigslist.org/stn/egr/6073597513.html,Staten Island,Construction Project Manager
https://newyork.craigslist.org/stn/egr/6073594567.html,Staten Island,Marine Construction Manager
https://newyork.craigslist.org/brk/egr/6073594223.html,"Smithtown, NY",Industrial Design Paid Internship (Long Island)
https://newyork.craigslist.org/stn/egr/6073591810.html,Staten Island,Asphalt Plant Manager
https://newyork.craigslist.org/brk/egr/6073588217.html,"Smithtown, NY",Mechanical Engineering Paid Internship (Long Island)
https://newyork.craigslist.org/brk/egr/6073584128.html,"Smithtown, NY",Electrical Engineering Paid Internship (Long Island)
https://newyork.craigslist.org/wch/egr/6072750579.html,New Rochelle,Flooring Project Manager
https://newyork.craigslist.org/brk/egr/6072682505.html,Brooklyn,Design Engineer
https://newyork.craigslist.org/mnh/egr/6072658617.html,TriBeCa,Marketing Manager @ Architectural Firm
https://newyork.craigslist.org/que/egr/6072624243.html,Long Island City,Mid-Level Architect: 6 -12 years of Experience
https://newyork.craigslist.org/que/egr/6072615975.html,Long Island City,Junior Architect: 3-5 years of Experience
https://newyork.craigslist.org/stn/egr/6072546812.html,"BK, BX, NYC, SI, LI, QS",Electricians - Full Time
https://newyork.craigslist.org/mnh/egr/6072521289.html,Midtown West,Project Manager/Architect
https://newyork.craigslist.org/mnh/egr/6072514754.html,Midtown West,Junior Architect
https://newyork.craigslist.org/mnh/egr/6072489832.html,Midtown,Interior Design Assistant
https://newyork.craigslist.org/jsy/egr/6072484936.html,"Hudson Valley, NY",Engineering Project Manager - Municipal
https://newyork.craigslist.org/wch/egr/6072480552.html,"Hudson Valley,NY",Engineering Project Manager - Municipal
https://newyork.craigslist.org/mnh/egr/6072343470.html,Downtown,Intermediate level Architect (NYC/Kingston NY)
https://newyork.craigslist.org/mnh/egr/6072304476.html,Midtown,Project Architect (High-end Residential)
https://newyork.craigslist.org/mnh/egr/6072077358.html,Midtown East,Dynamic Junior Architect
https://newyork.craigslist.org/mnh/egr/6072066551.html,Midtown,Intermediate Interior Designer
https://newyork.craigslist.org/mnh/egr/6072064945.html,Midtown,Senior Interior Designer
https://newyork.craigslist.org/brk/egr/6072041484.html,Brooklyn,Industrial Designer or Engineer for International Metalworking Company
https://newyork.craigslist.org/brk/egr/6072018267.html,Brooklyn,Boutique BKLYN Based Design/Construction Firm Seeks Sr. Constr. Mgr.
https://newyork.craigslist.org/brk/egr/6072017495.html,Brooklyn,Boutique BKLYN Based Design/Construction Firm Seeks Sr. Project Mngr.
